# ts,sessionnum,Breath Rate,Heart Rate,ST Change,Cadence,Body Power,Body Shock,Altitude,UGE,HRV,PEP,LVET,QOS,Device QTc,Device BR,Device HR,Device ST,Device Cadence,Device Shock,FF QOS,Device Afib,Device Calories,Device Stress,Device Power,ACCY values
4804000,239,10,51,-37,0,0,0,19938,0,31,37,0,95,457,12,51,-30,0,0,87,1,0,19,101376,-133
4824000,240,4,50,-38,0,0,0,15227,0,31,40,0,95,446,14,52,-40,0,0,92,1,0,18,96256,-133
4844000,241,10,52,-37,0,0,0,18989,0,119,36,0,95,447,12,52,-30,0,0,91,1,0,0,84992,-133
4864000,242,3,51,-40,0,0,0,17684,0,33,37,0,95,450,14,51,-30,0,0,87,1,0,0,114688,-133
4884000,243,10,52,-36,0,0,0,18868,0,34,40,0,95,456,13,52,-30,0,0,91,1,0,18,87040,-133
4905000,244,3,68,-29,0,0,0,11035,0,34,46,0,95,496,14,54,0,80,90,75,1,0,20,112640,101
4925000,245,3,53,2,0,0,0,20070,0,37,43,0,95,439,13,68,20,0,0,86,6,0,20,106496,207
4945000,246,3,51,10,0,0,0,15408,0,39,44,0,95,435,12,49,30,0,0,91,1,0,16,101376,203
4965000,247,7,51,8,0,0,0,20195,0,37,44,0,95,448,14,51,20,0,0,89,1,0,12,103424,205
4985000,248,11,49,2,0,0,0,18637,0,55,41,0,95,429,12,50,20,0,0,91,6,0,9,94208,202
5005000,249,11,50,3,0,0,0,20304,0,56,43,0,95,436,11,50,30,0,0,91,1,0,11,94208,201
5025000,250,3,50,9,0,0,0,17065,0,33,43,0,95,457,11,51,30,0,0,88,1,0,17,81920,205
5045000,251,4,49,3,0,0,0,20180,0,42,43,0,95,435,14,50,10,0,0,89,6,0,14,82944,201
5065000,252,4,51,1,0,0,0,15343,0,86,44,0,95,429,13,51,20,0,0,91,1,0,1,97280,201
5085000,253,10,50,2,0,0,0,20343,0,30,42,0,95,444,12,50,20,0,0,91,1,0,19,87040,200
5106000,254,4,50,1,0,0,0,18480,0,28,40,0,95,442,11,50,20,0,0,85,1,0,20,81920,200
5126000,255,3,51,-2,0,0,0,20257,0,29,41,0,95,451,13,51,20,0,0,92,1,0,19,92160,200
5146000,256,3,53,0,0,0,0,16983,0,45,42,0,95,461,13,53,10,0,0,86,1,0,13,82944,205
5166000,257,3,49,-3,0,0,0,20322,0,44,42,0,95,436,12,51,10,0,0,91,1,0,13,92160,199
5186000,258,7,52,-5,0,0,0,15284,0,26,42,0,95,438,11,51,10,0,0,92,1,0,21,82944,200
5206000,259,10,52,-5,0,0,0,20266,0,24,42,0,95,457,11,54,10,0,0,86,1,0,23,76800,201
5226000,260,13,53,-6,0,0,0,18212,0,23,42,0,95,446,10,52,10,0,0,90,1,0,24,93184,200
5246000,261,7,55,3,0,0,0,19966,0,76,43,0,95,460,11,57,10,0,0,85,6,0,24,81920,200
5266000,262,0,54,-18,0,0,0,17274,0,112,43,0,95,456,13,57,0,0,0,81,6,0,3,87040,201
5286000,263,0,56,-10,0,0,0,19984,0,97,41,0,95,444,13,56,0,0,0,92,6,0,0,72704,200
5307000,264,3,55,-12,0,0,0,15198,0,73,40,0,95,445,12,58,10,0,0,91,1,0,8,88064,199
5327000,265,4,53,-13,0,0,0,20266,0,57,43,0,95,444,12,52,0,0,0,91,1,0,16,87040,200
5347000,266,8,55,-13,0,0,0,18060,0,24,42,0,95,456,14,55,0,0,0,91,1,0,29,84992,202
5367000,267,3,54,-7,0,0,0,20245,0,17,42,0,95,440,12,54,10,0,0,92,1,0,30,76800,201
5387000,268,3,55,-10,0,0,0,17442,0,45,42,0,95,460,13,54,0,0,0,90,1,0,10,77824,202
5407000,269,3,57,-19,0,0,0,19988,0,76,41,0,95,458,14,58,0,0,0,87,1,0,0,76800,202
5427000,270,8,56,-13,0,0,0,14988,0,87,41,0,95,461,17,56,0,0,0,86,1,0,4,88064,201
5447000,271,3,54,-15,0,0,0,20372,0,83,43,0,95,453,14,54,0,0,0,91,1,0,10,71680,200
5467000,272,10,54,-18,0,0,0,18087,0,22,43,0,95,438,13,54,0,0,0,86,1,0,9,72704,200
5487000,273,4,55,-13,0,0,0,19493,0,19,42,0,95,460,12,54,0,0,0,87,1,0,26,78848,205
5508000,274,5,52,-14,0,0,0,17460,0,28,41,0,95,438,11,57,10,0,0,85,1,0,22,40960,209
5528000,275,10,51,-16,0,0,0,20345,0,30,43,0,95,436,12,52,0,0,0,92,1,0,20,36864,207
5548000,276,13,52,-10,0,0,0,15028,0,24,44,0,95,445,11,52,10,0,0,90,1,0,22,36864,208
5568000,277,6,54,-16,0,0,0,20190,0,23,41,0,95,446,12,53,10,0,0,90,1,0,24,41984,210
5588000,278,3,53,-4,0,0,0,17794,0,27,41,0,95,459,13,53,10,0,0,82,1,0,7,37888,207
5608000,279,4,51,-13,0,0,0,20378,0,88,42,0,95,436,12,52,0,0,0,87,1,0,2,25600,207
5628000,280,11,53,-17,0,0,0,17187,0,24,41,0,95,453,11,53,0,0,0,90,1,0,7,59392,211
5648000,281,13,59,4,0,0,0,18888,0,35,42,0,95,476,12,58,20,0,0,92,1,0,18,109568,214
5668000,282,10,55,-8,0,0,0,14948,0,67,43,0,95,454,11,56,10,0,0,91,1,0,7,103424,206
5688000,283,3,53,-6,0,0,0,20160,0,62,42,0,95,436,12,54,10,0,0,92,1,0,8,83968,208
5709000,284,3,53,-8,0,0,0,17844,0,25,42,0,95,442,11,52,20,0,0,92,1,0,23,88064,210
5729000,285,3,51,-5,0,0,0,20286,0,26,43,0,95,442,11,52,20,0,0,91,1,0,21,98304,208
5749000,286,4,52,-2,0,0,0,17851,0,32,43,0,95,463,12,53,10,0,0,91,1,0,19,89088,208
5769000,287,3,51,-3,0,0,0,20363,0,68,42,0,95,442,12,51,20,0,0,93,1,0,6,99328,208
5789000,288,8,51,-4,0,0,0,14968,0,65,41,0,95,433,12,53,10,0,0,92,1,0,7,91136,207
5809000,289,4,52,-2,0,0,0,20226,0,25,43,0,95,450,14,52,10,0,0,91,1,0,22,81920,209
5829000,290,4,52,-3,0,0,0,17862,0,27,43,0,95,471,12,52,20,0,0,92,1,0,20,83968,207
5849000,291,3,51,-6,0,0,0,20351,0,26,39,0,95,464,12,51,10,0,0,90,1,0,22,82944,209
5869000,292,4,53,6,0,0,0,17390,0,62,41,0,95,448,11,54,30,0,0,92,1,0,24,98304,207
5889000,293,4,54,-1,0,0,0,20160,0,62,43,0,95,466,14,53,20,0,0,83,1,0,6,98304,208
5910000,294,4,52,-8,0,0,0,15044,0,109,39,0,95,443,12,52,10,0,0,88,6,0,0,96256,210
5930000,295,3,53,-3,0,0,0,19994,0,92,42,0,95,454,11,52,20,0,0,91,6,0,2,99328,210
5950000,296,3,54,0,0,0,0,17313,0,55,43,0,95,449,11,55,20,0,0,92,1,0,10,87040,209
5970000,297,8,52,-7,0,0,0,20412,0,53,43,0,95,447,11,53,20,0,0,92,1,0,11,94208,208
5990000,298,3,52,-5,0,0,0,18100,0,29,44,0,95,439,11,52,20,0,0,91,1,0,26,87040,209
6010000,299,3,51,-2,0,0,0,20104,0,49,41,0,95,447,10,53,20,0,0,91,1,0,12,87040,210
6030000,300,3,58,-6,0,0,0,15146,0,48,42,0,95,458,11,53,0,0,0,93,1,0,12,97280,209
6050000,301,6,57,-2,0,0,0,19621,0,24,43,0,95,468,13,58,10,0,0,90,1,0,11,81920,210
6070000,302,10,55,-16,0,0,0,17406,0,73,41,0,95,446,13,55,10,0,0,88,1,0,6,93184,209
6090000,303,10,53,-12,0,0,0,20139,0,62,41,0,95,438,11,55,10,0,0,91,1,0,4,82944,210
6111000,304,13,53,-3,0,0,0,18301,0,29,41,0,95,444,11,53,10,0,0,92,1,0,23,78848,210
6131000,305,7,54,-5,0,0,0,20275,0,14,44,0,95,449,11,54,10,0,0,91,1,0,33,75776,210
6151000,306,3,58,-5,0,0,0,13753,0,48,40,0,95,475,12,56,20,0,0,89,1,0,8,87040,224
6171000,307,0,56,-18,0,0,0,20268,0,63,41,0,95,454,12,58,0,0,0,87,1,0,3,41984,244
6191000,308,3,52,-18,0,0,0,17607,0,82,40,0,95,454,12,52,0,0,0,91,1,0,3,24576,244
6211000,309,3,51,-14,0,0,0,20441,0,26,39,0,95,436,15,51,0,0,0,90,1,0,22,30720,245
6231000,310,4,54,-9,0,0,0,18225,0,28,41,0,95,449,13,54,10,0,0,87,1,0,20,30720,249
6251000,311,3,55,-61,0,0,0,13792,0,34,42,0,95,445,12,55,0,36,12,87,1,0,18,77824,219
6271000,312,4,66,54,0,0,0,14388,0,35,48,0,95,490,14,66,60,0,0,92,1,0,15,75776,-9
6291000,313,3,51,40,0,0,0,20327,0,57,50,0,95,429,14,51,60,0,0,93,1,0,10,76800,4
6312000,314,7,51,51,0,0,0,17271,0,58,50,0,95,435,15,51,60,0,0,90,1,0,11,71680,6
6332000,315,3,54,42,0,0,0,20193,0,90,51,0,95,440,16,56,50,0,0,87,6,0,2,62464,8
6352000,316,11,51,40,0,0,0,18187,0,91,49,0,95,421,13,52,60,0,0,92,6,0,1,58368,8
6372000,317,4,51,45,0,0,0,20344,0,38,48,0,95,429,13,51,60,0,0,86,1,0,16,77824,8
6392000,318,3,52,34,0,0,0,15150,0,30,51,0,95,430,14,52,60,0,0,92,1,0,20,68608,11
6412000,319,3,54,41,0,0,0,20348,0,72,49,0,95,445,12,54,60,0,0,92,1,0,5,69632,9
6432000,320,8,54,42,0,0,0,17358,0,60,47,0,95,438,11,53,70,0,0,92,1,0,8,76800,8
6452000,321,12,51,38,0,0,0,20471,0,63,49,0,95,430,12,53,60,0,0,91,1,0,8,63488,10
6472000,322,10,52,36,0,0,0,18389,0,36,50,0,95,435,14,53,60,0,0,87,1,0,17,59392,10
6492000,323,3,53,49,0,0,0,20531,0,33,51,0,95,444,12,51,70,0,0,92,1,0,17,62464,9
6513000,324,7,52,48,0,0,0,15309,0,32,49,0,95,439,12,52,60,0,0,92,1,0,18,64512,11
6533000,325,6,54,43,0,0,0,20369,0,80,49,0,95,452,16,55,60,0,0,86,1,0,19,70656,11
6553000,326,4,56,32,0,0,0,16246,0,109,50,0,95,442,13,55,60,0,0,92,6,0,0,56320,4
6573000,327,11,58,35,0,0,0,20192,0,92,49,0,95,449,14,58,50,0,0,92,1,0,6,44032,7
6593000,328,7,56,43,0,0,0,18332,0,52,49,0,95,434,14,56,60,0,0,91,1,0,9,33792,9
6613000,329,4,53,39,0,0,0,20338,0,54,51,0,95,427,13,55,60,0,0,86,1,0,10,32768,9
6633000,330,3,52,43,0,0,0,15425,0,58,51,0,95,433,13,52,60,0,0,89,1,0,12,46080,10
6653000,331,3,54,35,0,0,0,20356,0,37,51,0,95,436,10,54,50,0,0,85,1,0,8,35840,10
6673000,332,11,51,45,0,0,0,17177,0,63,50,0,95,426,11,52,60,0,0,87,1,0,7,38912,9
6693000,333,10,52,47,0,0,0,20393,0,34,50,0,95,423,11,51,70,0,0,86,1,0,16,36864,10
6714000,334,10,52,45,0,0,0,18563,0,34,47,0,95,439,12,52,60,0,0,92,1,0,17,31744,11
6734000,335,10,53,30,0,0,0,20238,0,82,49,0,95,444,12,53,50,0,0,88,1,0,0,48128,11
6754000,336,4,52,33,0,0,0,15350,0,118,50,0,95,421,8,53,60,0,0,90,1,0,0,46080,16
6774000,337,11,52,37,0,0,0,20348,0,90,49,0,95,438,11,51,60,0,0,92,1,0,6,45056,16
6794000,338,3,54,45,0,0,0,16711,0,27,50,0,95,446,11,53,60,0,0,92,1,0,20,52224,17
6814000,339,10,56,75,0,0,0,20314,0,29,50,0,95,448,9,60,60,0,0,89,1,0,20,70656,26
6834000,340,4,54,41,0,0,0,18762,0,81,50,0,95,436,10,54,50,0,0,91,1,0,4,69632,25
6854000,341,4,53,34,0,0,0,20459,0,99,49,0,95,436,9,53,60,0,0,91,1,0,0,66560,27
6874000,342,3,52,43,0,0,0,15637,0,88,51,0,95,432,11,52,60,0,0,92,1,0,2,81920,28
6894000,343,3,52,36,0,0,0,20465,0,67,50,0,95,447,13,55,50,0,0,90,1,0,7,59392,28
6915000,344,4,52,41,0,0,0,17117,0,58,50,0,95,433,13,52,60,0,0,93,1,0,9,55296,29
6935000,345,11,52,37,0,0,0,20760,0,59,50,0,95,432,12,51,60,0,0,92,1,0,15,50176,30
6955000,346,14,51,39,0,0,0,19065,0,31,49,0,95,429,11,52,60,0,0,92,1,0,18,57344,31
6975000,347,7,51,38,0,0,0,20467,0,33,49,0,95,430,11,51,60,0,0,86,1,0,16,58368,30
6995000,348,4,52,38,0,0,0,15684,0,37,49,0,95,441,11,51,60,0,0,92,1,0,16,64512,32
7015000,349,10,53,34,0,0,0,20574,0,67,47,0,95,436,9,53,60,0,0,90,1,0,2,55296,31
7035000,350,4,52,38,0,0,0,16978,0,87,48,0,95,439,11,52,50,0,0,91,1,0,2,62464,31
7055000,351,4,51,69,0,0,0,17474,0,68,49,0,95,435,13,51,60,0,0,90,1,0,16,78848,66
7075000,352,4,68,-23,0,0,0,18112,0,41,38,0,95,501,14,68,0,0,0,83,1,0,15,131072,221
7095000,353,4,52,-24,0,0,0,20529,0,86,36,0,95,432,13,55,0,0,0,89,1,0,5,123904,219
7116000,354,4,50,-9,0,0,0,15916,0,94,37,0,95,423,13,50,0,0,0,89,1,0,2,114688,218
7136000,355,4,60,4,0,0,0,18085,0,77,43,0,95,467,16,50,30,0,0,85,1,0,5,116736,220
7156000,356,13,49,1,0,0,0,16809,0,56,39,0,95,428,13,59,20,0,0,87,1,0,10,120832,218
7176000,357,4,51,1,0,0,0,20494,0,65,41,0,95,435,14,50,20,0,0,86,1,0,4,126976,221
7196000,358,10,49,0,0,0,0,19596,0,64,42,0,95,425,13,49,20,0,0,91,1,0,7,116736,220
7216000,359,3,51,-1,0,0,0,20588,0,93,41,0,95,441,14,49,10,0,0,84,1,0,3,108544,218
7236000,360,0,0,0,0,0,0,16054,0,93,0,0,95,460,14,52,20,0,0,83,1,0,3,101376,220
7256000,361,6,50,-8,0,0,0,20688,0,119,39,0,95,435,14,49,30,0,0,84,1,0,0,95232,219
7276000,362,4,51,-5,0,0,0,16728,0,91,43,0,95,438,15,53,20,0,0,83,1,0,0,94208,218
7296000,363,11,49,-4,0,0,0,20714,0,62,43,0,95,422,14,50,30,0,0,91,1,0,7,93184,217
7317000,364,4,53,-4,0,0,0,19784,0,32,42,0,95,453,12,50,10,0,0,86,1,0,19,97280,221
7337000,365,10,52,-8,0,0,0,20528,0,34,42,0,95,441,12,54,10,0,0,87,1,0,18,104448,221
7357000,366,4,50,-4,0,0,0,16189,0,77,42,0,95,427,13,52,20,0,0,87,1,0,4,109568,221
7377000,367,11,50,-6,0,0,0,20753,0,76,40,0,95,431,13,50,10,0,0,87,1,0,4,93184,219
7397000,368,3,49,-7,0,0,0,16645,0,34,42,0,95,426,13,49,10,0,0,86,1,0,8,94208,218
7417000,369,12,50,-7,0,0,0,20625,0,76,41,0,95,430,13,50,20,0,0,87,1,0,4,98304,218
7437000,370,4,54,-4,0,0,0,19770,0,76,42,0,95,461,14,52,30,0,0,85,1,0,9,92160,227
7457000,371,12,50,-8,0,0,0,20630,0,51,43,0,95,432,12,51,20,0,0,90,1,0,10,88064,223
7477000,372,4,49,-3,0,0,0,16249,0,32,42,0,95,430,12,50,10,0,0,87,1,0,17,94208,224
7497000,373,3,50,-2,0,0,0,20642,0,115,41,0,95,439,13,49,20,0,0,83,1,0,17,80896,221
7518000,374,9,50,-11,0,0,0,16583,0,115,42,0,95,433,12,50,20,0,0,88,1,0,0,100352,221
7538000,375,3,50,-7,0,0,0,20608,0,39,42,0,95,433,11,51,20,0,0,85,1,0,15,103424,223
7558000,376,4,51,-8,0,0,0,20603,0,33,43,0,95,435,11,50,20,0,0,89,1,0,17,88064,222
7578000,377,4,50,-18,0,0,0,20630,0,64,40,0,95,432,11,52,10,0,0,87,1,0,7,93184,222
7598000,378,9,51,-4,0,0,0,16364,0,64,42,0,95,444,11,50,10,0,0,88,1,0,7,97280,222
7618000,379,11,50,-9,0,0,0,20659,0,30,41,0,95,437,11,50,20,0,0,90,1,0,18,84992,221
7638000,380,14,50,-9,0,0,0,16491,0,30,40,0,95,438,11,50,10,0,0,89,1,0,19,97280,220
7658000,381,8,51,19,0,0,0,20657,0,30,41,0,95,455,12,51,10,0,0,84,1,0,19,78848,221
7678000,382,4,50,-13,0,0,0,20442,0,75,41,0,95,436,12,50,10,0,0,82,1,0,4,92160,220
7698000,383,3,50,-12,0,0,0,20665,0,104,42,0,95,441,12,50,10,0,0,90,1,0,0,75776,220
7719000,384,9,50,-8,0,0,0,16423,0,79,42,0,95,441,11,51,20,0,0,89,1,0,4,86016,222
7739000,385,3,50,-4,0,0,0,20688,0,34,43,0,95,438,11,51,10,0,0,89,1,0,17,87040,221
7759000,386,10,50,-4,0,0,0,16382,0,32,42,0,95,433,12,50,20,0,0,89,1,0,18,89088,220
7779000,387,3,63,-10,0,0,0,15982,0,64,42,0,95,501,12,53,10,0,0,80,1,0,7,95232,219
7799000,388,4,53,-39,0,0,0,19983,0,82,39,0,95,448,12,61,-10,0,0,86,1,0,0,65536,205
7819000,389,10,53,-38,0,0,0,19285,0,111,36,0,95,449,14,53,-10,0,0,81,1,0,0,71680,207
7839000,390,4,50,-36,0,0,0,16432,0,119,36,0,95,450,12,50,-10,0,0,90,1,0,0,80896,208
7859000,391,11,50,-34,0,0,0,20506,0,106,37,0,95,429,11,49,-10,0,0,81,1,0,0,80896,206
7879000,392,3,48,-39,0,0,0,16234,0,95,36,0,95,439,12,49,-20,0,0,89,1,0,1,71680,206
7899000,393,4,49,-32,0,0,0,20557,0,56,37,0,95,441,11,50,-10,0,0,89,1,0,17,83968,207
7920000,394,4,49,-38,0,0,0,20026,0,105,36,0,95,440,12,49,-10,0,0,85,1,0,0,82944,207
7940000,395,3,49,-38,0,0,0,20416,0,171,34,0,95,441,12,49,-30,0,0,82,1,0,0,82944,208
7960000,396,8,49,-35,0,0,0,16526,0,142,40,0,95,447,12,49,-20,0,0,92,1,0,0,89088,207
7980000,397,11,50,-35,0,0,0,20710,0,47,36,0,95,438,15,50,-10,0,0,91,1,0,15,78848,208
8000000,398,13,50,-34,0,0,0,16197,0,73,38,0,95,444,13,50,-20,0,0,86,1,0,5,76800,206
8020000,399,7,50,-32,0,0,0,20691,0,72,38,0,95,451,13,50,-10,0,0,91,1,0,5,82944,207
8040000,400,4,49,-12,0,0,0,19760,0,35,37,0,95,496,15,50,-10,0,0,80,1,0,7,83968,206
8060000,401,3,50,-35,0,0,0,20410,0,115,38,0,95,446,13,50,-10,0,0,92,1,0,0,69632,207
8080000,402,4,49,-29,0,0,0,16359,0,115,38,0,95,455,13,52,-10,0,0,85,1,0,0,126976,218
8100000,403,8,49,-35,0,0,0,20486,0,91,36,0,95,436,12,49,-10,0,0,91,1,0,1,121856,215
8121000,404,13,49,-31,0,0,0,15971,0,91,39,0,95,432,11,49,-10,0,0,91,1,0,3,136192,214
8141000,405,3,50,-33,0,0,0,20492,0,31,38,0,95,457,12,49,-20,0,0,90,1,0,16,132096,215
8161000,406,10,47,-29,0,0,0,19624,0,31,38,0,95,443,12,51,-20,0,0,83,1,0,18,141312,215
8181000,407,10,49,-33,0,0,0,20611,0,98,38,0,95,442,12,49,-20,0,0,91,1,0,0,130048,214
8201000,408,8,49,-1,0,0,0,16638,0,99,37,0,95,436,12,49,-20,0,0,81,1,0,0,130048,215
8221000,409,4,49,-33,0,0,0,20427,0,84,34,0,95,448,13,49,-20,0,0,88,1,0,3,132096,215
8241000,410,4,49,-34,0,0,0,16045,0,83,36,0,95,449,12,49,-10,0,0,86,1,0,3,136192,213
8261000,411,7,49,-33,0,0,0,20565,0,36,36,0,95,449,15,50,-20,0,0,88,1,0,8,126976,214
8281000,412,4,49,-32,0,0,0,19343,0,102,36,0,95,447,14,50,-20,0,0,85,1,0,0,149504,214
8301000,413,4,48,-44,0,0,0,20489,0,134,37,0,95,423,15,49,-30,0,0,84,1,0,0,141312,214
8322000,414,9,50,-45,0,0,0,16796,0,95,38,0,95,448,15,49,-20,0,0,91,1,0,1,130048,215
8342000,415,10,49,-42,0,0,0,20685,0,38,36,0,95,458,13,49,-30,0,0,91,1,0,16,135168,214
8362000,416,14,50,-35,0,0,0,15876,0,35,35,0,95,438,12,50,-10,0,0,91,1,0,16,133120,214
8382000,417,0,48,-29,0,0,0,20462,0,58,38,0,95,436,14,49,-20,0,0,83,1,0,5,135168,214
8402000,418,7,48,-36,0,0,0,19403,0,118,37,0,95,446,15,49,-20,0,0,88,1,0,0,126976,214
8422000,419,13,49,-37,0,0,0,20596,0,133,35,0,95,426,13,49,-20,0,0,91,1,0,0,132096,214
8442000,420,4,49,-37,0,0,0,16832,0,83,39,0,95,450,12,50,-20,0,0,91,1,0,3,143360,216
8462000,421,4,49,-38,0,0,0,20566,0,37,35,0,95,428,12,48,-20,0,0,92,1,0,15,137216,215
8482000,422,7,49,-38,0,0,0,15757,0,70,38,0,95,440,14,49,-20,0,0,91,1,0,5,129024,214
8502000,423,3,48,-41,0,0,0,20398,0,123,36,0,95,439,14,50,-30,0,0,86,1,0,5,118784,215
8523000,424,4,49,-36,0,0,0,19315,0,120,39,0,95,425,13,49,-20,0,0,92,1,0,0,128000,214
8543000,425,4,48,-36,0,0,0,20522,0,67,38,0,95,422,12,48,-20,0,0,86,1,0,12,129024,215
8563000,426,9,50,-29,0,0,0,17000,0,42,37,0,95,444,12,49,-20,0,0,89,1,0,15,125952,216
8583000,427,10,48,-32,0,0,0,20345,0,96,37,0,95,427,14,50,-20,0,0,86,1,0,0,134144,215
8603000,428,7,49,-32,0,0,0,15770,0,114,39,0,95,453,13,49,-20,0,0,92,1,0,0,120832,213
8623000,429,4,49,-31,0,0,0,20565,0,73,36,0,95,446,13,49,-10,0,0,91,1,0,7,117760,214
8643000,430,11,48,-33,0,0,0,19144,0,44,38,0,95,444,14,49,-20,0,0,88,1,0,13,124928,214
8663000,431,4,48,-37,0,0,0,20539,0,42,38,0,95,456,14,48,-20,0,0,85,1,0,7,122880,214
8683000,432,10,50,-36,0,0,0,17006,0,113,36,0,95,465,13,50,-10,0,0,83,1,0,0,119808,214
8703000,433,10,49,-18,0,0,0,20338,0,113,37,0,95,431,11,49,-10,0,0,83,1,0,0,133120,215
8724000,434,8,49,-30,0,0,0,15646,0,114,36,0,95,442,12,49,-20,0,0,80,1,0,0,126976,213
8744000,435,3,48,-36,0,0,0,20429,0,137,39,0,95,454,14,49,-30,0,0,86,1,0,0,120832,214
8764000,436,10,48,-38,0,0,0,18999,0,83,36,0,95,447,13,49,-30,0,0,91,1,0,5,124928,214
8784000,437,4,49,-32,0,0,0,20520,0,40,38,0,95,436,13,49,-20,0,0,91,1,0,14,137216,214
8804000,438,4,50,-21,0,0,0,17074,0,52,37,0,95,436,13,49,-30,0,0,88,1,0,10,133120,215
8824000,439,10,49,-20,0,0,0,20486,0,50,35,0,95,436,13,49,-10,0,0,88,1,0,10,116736,214
8844000,440,10,48,-32,0,0,0,15547,0,84,36,0,95,443,13,51,-20,0,0,85,1,0,3,118784,213
8864000,441,15,50,-36,0,0,0,20447,0,97,36,0,95,454,13,49,-20,0,0,84,1,0,1,119808,213
8884000,442,9,50,-26,0,0,0,18841,0,85,36,0,95,446,9,49,-20,0,0,86,1,0,2,111616,213
8904000,443,3,50,-37,0,0,0,20583,0,75,38,0,95,444,10,50,-10,0,0,87,1,0,5,119808,214
8925000,444,4,49,-24,0,0,0,17267,0,97,38,0,95,431,11,51,-20,0,0,87,1,0,0,132096,214
8945000,445,10,49,-36,0,0,0,20594,0,93,37,0,95,454,11,48,-20,0,0,90,1,0,1,121856,214
8965000,446,11,48,-30,0,0,0,15493,0,36,40,0,95,433,11,48,-20,0,0,88,1,0,15,133120,213
8985000,447,4,48,-27,0,0,0,20453,0,86,38,0,95,436,13,49,-20,0,0,88,1,0,2,123904,214
9005000,448,7,48,-29,0,0,0,18653,0,108,37,0,95,450,13,48,-20,0,0,88,1,0,0,118784,214
9025000,449,4,48,-39,0,0,0,20369,0,108,38,0,95,489,15,49,-20,0,0,82,1,0,0,120832,215
9045000,450,10,49,-35,0,0,0,17392,0,127,38,0,95,433,13,49,-20,0,0,90,1,0,0,121856,215
9065000,451,4,49,-27,0,0,0,20498,0,140,36,0,95,447,12,49,-10,0,0,90,1,0,0,131072,215
9085000,452,4,48,-39,0,0,0,15376,0,96,36,0,95,460,14,49,-20,0,0,84,1,0,1,125952,214
9105000,453,11,49,-34,0,0,0,20472,0,103,36,0,95,445,12,49,-20,0,0,80,1,0,0,133120,214
9126000,454,14,49,-37,0,0,0,18572,0,145,37,0,95,436,11,49,-10,0,0,88,1,0,0,134144,215
9146000,455,17,48,-34,0,0,0,20515,0,146,37,0,95,431,13,48,-10,0,0,83,1,0,0,126976,215
9166000,456,11,48,-30,0,0,0,17539,0,106,36,0,95,434,13,49,-10,0,0,91,1,0,0,116736,215
9186000,457,10,48,-15,0,0,0,20398,0,87,38,0,95,428,13,48,0,0,0,83,1,0,2,125952,215
9206000,458,4,50,-21,0,0,0,15351,0,122,36,0,95,431,14,49,-20,0,0,84,1,0,0,136192,213
9226000,459,0,48,-38,0,0,0,20513,0,132,37,0,95,423,15,49,-20,0,0,88,1,0,0,133120,215
9246000,460,4,48,-32,0,0,0,18404,0,132,35,0,95,453,16,50,-10,0,0,81,1,0,0,120832,214
9266000,461,4,49,-43,0,0,0,20487,0,145,36,0,95,431,13,50,-30,0,0,88,1,0,0,120832,214
9286000,462,7,50,-35,0,0,0,17568,0,111,37,0,95,425,14,50,-20,0,0,92,1,0,0,114688,215
9306000,463,13,49,-34,0,0,0,20489,0,37,36,0,95,433,13,49,-20,0,0,90,1,0,14,113664,215
9327000,464,0,50,-7,0,0,0,15232,0,39,37,0,95,460,13,49,-20,0,0,82,1,0,14,132096,214
9347000,465,4,48,-31,0,0,0,20513,0,79,38,0,95,445,13,49,-20,0,0,85,1,0,1,117760,214
9367000,466,3,49,-41,0,0,0,18338,0,126,38,0,95,461,14,53,-20,0,0,83,1,0,0,111616,214
9387000,467,10,49,-35,0,0,0,20398,0,106,36,0,95,434,12,49,-20,0,0,92,1,0,1,130048,215
9407000,468,14,49,-30,0,0,0,17734,0,38,35,0,95,446,12,49,-10,0,0,91,1,0,16,122880,215
9427000,469,6,48,-38,0,0,0,20462,0,39,37,0,95,491,15,50,-20,0,0,81,1,0,16,128000,215
9447000,470,13,49,-38,0,0,0,15229,0,93,37,0,95,451,14,49,-20,0,0,85,1,0,11,117760,213
9467000,471,7,49,-40,0,0,0,20516,0,92,37,0,95,428,13,49,-20,0,0,92,1,0,2,119808,214
9487000,472,14,48,-36,0,0,0,18305,0,43,35,0,95,452,12,48,-20,0,0,91,1,0,13,122880,214
9507000,473,8,49,-34,0,0,0,20549,0,41,35,0,95,436,14,49,0,0,0,87,1,0,14,111616,214
9528000,474,13,48,-37,0,0,0,17709,0,108,38,0,95,438,14,49,-20,0,0,85,1,0,0,129024,216
9548000,475,7,48,-40,0,0,0,20347,0,108,36,0,95,439,15,49,-40,0,0,91,1,0,0,121856,215
9568000,476,10,49,-39,0,0,0,15170,0,125,36,0,95,426,14,49,-20,0,0,85,1,0,0,136192,213
9588000,477,10,49,-40,0,0,0,20598,0,52,38,0,95,442,13,49,-20,0,0,91,1,0,14,130048,214
9608000,478,3,50,-36,0,0,0,18069,0,81,38,0,95,459,10,50,-30,0,0,85,1,0,3,121856,214
9628000,479,10,50,-42,0,0,0,20457,0,124,36,0,95,438,10,50,-30,0,0,87,1,0,0,129024,215
9648000,480,14,48,-36,0,0,0,17929,0,101,37,0,95,446,11,49,-20,0,0,92,1,0,0,120832,215
