# ts,sessionnum,HR,BR,ST,QTc,Cadence,Shock,QOS,FF QOS,Afib,Active Calories,Stress,Power
804000,40,98,28,100,420,107,20,95,90,5,0,60,140288
824000,41,98,26,100,426,103,26,95,86,5,0,55,147456
844000,42,101,24,110,432,102,12,95,80,5,0,55,141312
864000,43,106,25,110,426,101,22,95,88,5,0,27,162816
884000,44,100,23,80,413,102,12,95,94,5,0,75,151552
905000,45,101,25,90,421,100,16,95,89,5,0,64,158720
925000,46,103,26,100,432,102,18,95,87,5,0,59,156672
945000,47,105,23,80,413,103,8,95,88,5,0,31,147456
965000,48,107,23,120,427,104,30,95,85,5,0,31,158720
985000,49,108,22,90,416,104,6,95,92,5,0,24,150528
1005000,50,103,22,60,418,103,28,95,93,5,0,68,141312
1025000,51,105,22,90,419,103,4,95,86,5,0,66,150528
1045000,52,114,25,110,445,102,10,95,86,5,0,66,142336
1065000,53,118,25,110,432,97,24,95,87,4,0,60,157696
1085000,54,112,25,120,415,101,20,95,89,4,0,36,157696
1106000,55,108,27,110,423,101,14,95,88,5,0,36,171008
1126000,56,105,29,130,415,102,34,95,89,5,0,36,169984
1146000,57,114,31,100,418,98,16,95,85,5,0,36,145408
1166000,58,115,33,110,418,100,20,95,89,4,0,36,152576
1186000,59,115,29,80,421,98,12,95,86,5,0,36,153600
1206000,60,116,34,100,424,105,24,95,88,5,0,27,143360
1226000,61,115,33,120,413,110,14,95,92,4,0,27,142336
1246000,62,111,35,120,399,116,18,95,82,4,0,27,151552
1266000,63,109,34,130,433,112,8,95,82,4,0,27,139264
1286000,64,109,34,130,423,98,22,95,86,5,0,27,156672
1307000,65,115,37,70,431,97,36,95,87,5,0,27,158720
1327000,66,118,36,100,424,104,12,95,86,5,0,27,152576
1347000,67,116,37,100,413,99,6,95,86,5,0,27,150528
1367000,68,119,34,120,428,96,24,95,83,4,0,27,164864
1387000,69,115,34,90,421,98,34,95,88,4,0,39,149504
1407000,70,117,34,130,428,98,12,95,86,4,0,39,156672
1427000,71,120,35,130,420,103,26,95,86,4,0,39,142336
1447000,72,116,33,100,416,100,18,95,85,4,0,49,164864
1467000,73,114,34,150,428,98,4,95,87,4,0,49,177152
1487000,74,115,30,110,421,103,12,95,88,4,0,49,162816
1508000,75,113,29,100,415,112,18,95,90,4,0,47,134144
1528000,76,107,26,100,403,104,12,95,90,5,0,47,198656
1548000,77,106,23,110,416,102,12,95,87,5,0,47,236544
1568000,78,109,23,110,433,117,10,95,87,5,0,30,140288
1588000,79,104,23,50,411,113,28,95,91,5,0,48,182272
1608000,80,99,22,60,400,103,14,95,81,5,0,66,141312
1628000,81,97,25,110,417,100,22,95,90,5,0,48,149504
1648000,82,105,28,80,427,108,20,95,87,6,0,52,157696
1668000,83,113,29,110,432,102,14,95,88,5,0,80,141312
1688000,84,118,31,110,441,96,30,95,86,5,0,93,157696
1709000,85,124,32,150,438,94,14,95,84,5,0,100,145408
1729000,86,108,30,150,423,92,22,95,88,5,0,100,141312
1749000,87,121,32,150,408,90,34,95,85,5,0,100,147456
1769000,88,113,29,130,412,90,30,95,86,4,0,100,152576
1789000,89,110,32,100,423,97,8,95,84,4,0,100,139264
1809000,90,106,32,130,420,100,18,95,86,4,0,100,158720
1829000,91,106,30,100,416,98,36,95,87,5,0,100,145408
1849000,92,113,29,100,407,97,16,95,87,5,0,50,148480
1869000,93,113,30,150,431,94,4,95,85,5,0,50,216064
1889000,94,118,27,150,423,95,12,95,83,4,0,50,131072
1910000,95,113,28,190,427,95,28,95,83,1,0,50,198656
1930000,96,123,26,110,417,92,16,95,87,1,0,50,140288
1950000,97,126,29,170,430,90,12,95,81,4,0,50,143360
1970000,98,126,30,120,415,97,10,95,78,4,0,50,145408
1990000,99,124,27,130,412,93,20,95,84,4,0,50,132096
2010000,100,114,26,70,399,82,122,95,84,5,0,36,146432
2030000,101,118,27,90,424,0,0,95,86,5,0,46,125952
2050000,102,111,27,100,412,0,0,95,88,5,0,84,83968
2070000,103,103,26,140,413,0,0,95,81,5,0,84,122880
2090000,104,98,28,130,423,106,6,95,82,6,0,84,152576
2111000,105,99,28,140,436,94,10,95,88,6,0,59,140288
2131000,106,107,29,110,455,98,26,95,86,5,0,36,155648
2151000,107,109,27,100,433,98,20,95,90,5,0,89,149504
2171000,108,115,27,80,447,104,34,95,87,5,0,73,164864
2191000,109,117,27,140,429,104,12,95,80,5,0,73,152576
2211000,110,108,25,40,418,103,20,95,85,5,0,29,169984
2231000,111,103,25,130,447,101,22,95,87,5,0,29,200704
2251000,112,119,28,140,439,101,4,95,88,4,0,29,152576
2271000,113,120,30,140,443,95,6,95,86,4,0,29,150528
2291000,114,120,32,100,437,99,4,95,87,4,0,29,146432
2312000,115,127,36,150,436,102,18,95,85,5,0,55,178176
2332000,116,123,32,150,435,97,26,95,86,5,0,55,144384
2352000,117,123,34,140,427,85,24,95,83,5,0,59,136192
2372000,118,123,31,90,412,85,32,95,88,4,0,59,146432
2392000,119,119,30,100,428,95,10,95,88,5,0,87,144384
2412000,120,116,30,180,431,98,20,95,85,5,0,87,153600
2432000,121,119,31,160,427,97,14,95,85,5,0,87,149504
2452000,122,123,30,0,424,108,10,95,59,4,0,87,142336
2472000,123,118,28,120,403,114,16,85,73,4,0,87,159744
2492000,124,110,29,110,426,109,18,95,82,1,0,87,142336
2513000,125,113,30,250,454,98,16,95,83,1,0,87,133120
2533000,126,118,33,150,461,103,14,95,81,1,0,87,153600
2553000,127,122,33,130,433,109,12,95,86,4,0,87,143360
2573000,128,118,30,150,436,105,22,95,86,4,0,87,137216
2593000,129,116,31,90,432,90,6,95,86,4,0,87,114688
2613000,130,113,31,80,431,98,20,95,84,5,0,83,145408
2633000,131,120,31,120,443,107,8,95,81,4,0,83,144384
2653000,132,119,33,130,439,109,28,95,86,4,0,86,148480
2673000,133,115,30,110,432,103,28,95,84,5,0,86,167936
2693000,134,109,28,130,434,104,6,95,73,1,0,86,161792
2714000,135,114,31,140,429,102,22,95,85,1,0,86,142336
2734000,136,113,31,110,429,102,22,95,88,5,0,86,156672
2754000,137,111,28,180,439,103,28,95,79,4,0,86,138240
2774000,138,115,29,110,443,98,20,95,86,4,0,77,136192
2794000,139,120,31,150,443,99,6,95,85,5,0,34,143360
2814000,140,120,28,100,450,101,12,95,82,4,0,34,150528
2834000,141,118,30,150,441,105,28,95,81,4,0,34,155648
2854000,142,109,31,110,450,98,14,95,81,1,0,34,156672
2874000,143,126,33,0,454,99,22,95,68,5,0,36,152576
2894000,144,122,32,0,431,98,28,85,63,5,0,36,155648
2915000,145,120,31,130,435,101,12,95,86,1,0,36,143360
2935000,146,122,29,80,429,100,16,95,76,5,0,36,139264
2955000,147,119,28,100,430,114,16,95,76,5,0,90,138240
2975000,148,109,28,120,423,105,28,95,85,5,0,52,202752
2995000,149,110,29,140,421,101,14,95,87,4,0,52,132096
3015000,150,120,31,110,443,100,14,95,88,4,0,52,147456
3035000,151,123,31,120,438,103,12,95,87,4,0,85,147456
3055000,152,124,33,140,436,97,22,95,87,5,0,100,146432
3075000,153,120,31,100,420,97,16,95,88,5,0,100,156672
3095000,154,121,28,110,460,99,12,95,77,5,0,100,159744
3116000,155,126,31,10,436,107,10,95,71,1,0,100,217088
3136000,156,118,31,0,442,112,16,85,41,1,0,100,157696
3156000,157,117,28,0,432,113,28,85,52,1,0,100,169984
3176000,158,109,27,0,424,111,12,85,63,1,0,100,146432
3196000,159,108,29,160,426,102,14,95,81,1,0,100,147456
3216000,160,111,31,120,437,101,28,95,87,1,0,100,171008
3236000,161,122,33,80,444,113,20,95,85,5,0,100,145408
3256000,162,115,29,100,427,111,14,95,89,5,0,100,158720
3276000,163,109,28,90,419,110,18,95,85,5,0,92,150528
3296000,164,0,26,150,409,111,14,50,78,1,0,0,135168
3317000,165,109,26,0,436,115,34,95,69,1,0,92,162816
3337000,166,108,26,0,473,112,18,85,62,1,0,92,142336
3357000,167,0,24,0,377,106,22,50,68,1,0,0,154624
3377000,168,108,24,250,364,102,32,85,84,1,0,92,146432
3397000,169,100,24,170,433,99,28,89,89,5,0,0,112640
3417000,170,127,24,100,423,108,16,95,84,0,0,92,130048
3437000,171,97,24,130,438,113,30,95,90,0,0,92,131072
3457000,172,96,24,100,433,117,28,95,91,5,0,33,144384
3477000,173,97,23,90,444,110,16,95,90,6,0,30,148480
3497000,174,102,25,50,436,117,12,95,89,6,0,76,160768
3518000,175,100,25,90,423,120,28,95,88,5,0,76,164864
3538000,176,98,24,140,435,120,16,95,91,6,0,76,223232
3558000,177,80,21,230,408,136,32,85,85,6,0,0,160768
3578000,178,0,22,230,409,162,80,50,74,1,0,0,261120
3598000,179,170,24,-60,444,169,56,80,80,0,0,76,219136
3618000,180,165,24,210,457,111,20,95,78,0,0,76,137216
3638000,181,96,24,130,451,114,30,95,79,1,0,76,157696
3658000,182,96,23,0,446,140,38,95,63,1,0,29,218112
3678000,183,0,21,160,322,133,28,50,71,1,0,0,138240
3698000,184,0,21,0,427,132,30,50,63,0,0,0,165888
3719000,185,92,23,190,447,139,32,83,83,0,0,29,196608
3739000,186,153,25,-30,447,153,60,95,71,0,0,9,217088
3759000,187,101,24,70,452,128,56,95,81,1,0,9,197632
3779000,188,156,25,-30,433,174,92,95,65,1,0,9,261120
3799000,189,186,24,-30,436,180,74,95,70,1,0,9,189440
3819000,190,188,27,-30,466,164,80,95,69,1,0,9,202752
3839000,191,133,22,-40,430,138,34,82,82,1,0,0,188416
3859000,192,138,26,-50,488,141,44,95,79,1,0,9,208896
3879000,193,138,26,110,412,119,28,95,83,1,0,9,161792
3899000,194,0,23,60,442,128,46,50,60,1,0,0,252928
3920000,195,170,0,0,256,171,110,85,0,1,0,9,261120
3940000,196,167,28,0,511,169,92,85,33,1,0,9,228352
3960000,197,0,28,0,477,120,48,50,40,1,0,0,141312
3980000,198,0,25,0,511,140,60,50,67,1,0,0,200704
4000000,199,0,0,0,256,189,96,50,0,0,0,0,233472
4020000,200,171,0,0,256,189,120,85,0,0,0,9,261120
4040000,201,175,26,70,463,176,100,85,49,0,0,9,206848
4060000,202,126,28,80,442,0,0,95,84,1,0,13,108544
4080000,203,137,29,60,434,162,68,95,56,1,0,13,176128
4100000,204,189,29,0,484,190,122,85,61,1,0,13,261120
4121000,205,197,0,0,256,203,120,85,0,1,0,13,261120
4141000,206,126,0,0,256,214,128,85,0,1,0,13,240640
4161000,207,0,27,0,378,137,84,85,34,1,0,13,219136
4181000,208,135,0,0,256,182,138,85,0,1,0,13,261120
4201000,209,170,0,0,256,182,132,85,0,1,0,13,261120
4221000,210,132,0,0,256,185,124,85,0,1,0,13,261120
4241000,211,132,0,0,256,211,122,85,0,1,0,13,223232
4261000,212,175,0,0,256,182,104,85,0,1,0,13,223232
4281000,213,114,24,-50,402,118,50,85,81,1,0,13,157696
4301000,214,170,0,0,256,173,132,85,0,1,0,13,261120
4322000,215,165,0,0,256,176,126,85,0,1,0,13,261120
4342000,216,0,25,-20,348,120,38,50,58,1,0,0,163840
4362000,217,150,31,0,460,176,110,85,48,1,0,13,261120
4382000,218,0,0,0,256,179,128,50,0,1,0,0,261120
4402000,219,131,28,0,408,167,92,50,67,1,0,0,244736
4422000,220,164,0,0,256,194,126,50,0,1,0,0,261120
4442000,221,188,0,0,256,173,126,50,0,1,0,0,234496
4462000,222,185,0,0,256,174,102,50,0,1,0,0,261120
4482000,223,178,31,0,443,164,96,50,47,1,0,0,228352
4502000,224,191,31,0,430,171,144,50,63,1,0,0,261120
4523000,225,0,28,0,478,171,114,50,29,1,0,0,261120
4543000,226,170,31,0,483,176,124,50,37,1,0,0,223232
4563000,227,176,28,0,443,174,92,50,56,1,0,0,238592
4583000,228,0,28,0,468,173,106,50,36,1,0,0,253952
4603000,229,162,30,0,437,166,90,50,67,0,0,0,250880
4623000,230,165,28,0,443,179,134,50,46,1,0,0,261120
4643000,231,165,32,210,430,174,106,50,60,1,0,0,235520
4663000,232,192,0,0,256,182,112,50,0,1,0,0,259072
4683000,233,176,32,-10,440,176,126,50,78,1,0,0,261120
4703000,234,170,34,140,480,162,114,50,73,1,0,0,261120
4724000,235,0,31,-70,476,128,70,50,73,1,0,0,179200
4744000,236,160,32,0,443,175,134,50,34,1,0,0,261120
4764000,237,184,23,0,424,140,82,50,42,1,0,0,202752
4784000,238,0,26,0,413,121,36,50,68,1,0,0,157696
4804000,239,104,26,100,411,120,48,50,83,0,0,0,134144
4824000,240,87,24,110,391,119,44,50,82,0,0,0,150528
4844000,241,87,25,110,407,119,46,50,89,1,0,0,156672
4864000,242,93,25,140,416,117,24,50,89,1,0,0,148480
4884000,243,97,23,160,407,120,48,50,86,1,0,0,151552
4904000,244,94,21,200,511,119,50,50,88,5,0,0,166912
4925000,245,94,23,140,432,119,28,87,87,6,0,0,138240
4945000,246,98,23,180,441,119,38,50,91,6,0,0,142336
4965000,247,96,20,200,511,174,102,50,72,5,0,0,261120
4985000,248,176,0,0,256,179,138,50,0,1,0,0,261120
5005000,249,176,22,0,454,176,132,50,28,1,0,0,261120
5025000,250,0,17,0,427,135,90,50,79,1,0,0,214016
5045000,251,181,20,0,395,188,132,50,33,1,0,0,261120
5065000,252,182,18,0,403,176,110,50,67,1,0,0,252928
5085000,253,171,21,0,443,180,128,50,49,1,0,0,261120
5105000,254,194,20,110,424,120,58,50,76,1,0,0,184320
5126000,255,161,17,0,460,174,144,50,55,1,0,0,261120
5146000,256,186,0,0,256,200,148,50,0,1,0,0,248832
5166000,257,188,22,0,464,200,136,50,35,1,0,0,259072
5186000,258,205,31,0,423,211,138,50,36,1,0,0,261120
5206000,259,163,28,0,411,231,142,50,67,1,0,0,261120
5226000,260,142,0,0,256,214,126,50,0,1,0,0,227328
5246000,261,122,0,0,256,195,126,50,0,1,0,0,258048
5266000,262,0,31,100,397,119,38,50,78,1,0,0,148480
5286000,263,119,33,130,405,121,46,82,82,0,0,0,134144
5306000,264,101,30,120,395,119,30,50,90,0,0,0,169984
5327000,265,99,31,140,412,110,28,50,88,6,0,0,148480
5347000,266,109,29,220,419,115,22,50,87,5,0,0,151552
5367000,267,111,33,120,415,115,30,95,92,5,0,60,141312
5387000,268,109,29,80,416,116,22,95,87,5,0,60,139264
5407000,269,109,30,120,420,111,30,95,84,4,0,80,145408
5427000,270,111,31,160,433,124,48,95,72,4,0,80,188416
5447000,271,105,29,140,419,113,28,87,87,1,0,80,189440
5467000,272,108,32,150,435,115,16,95,87,1,0,80,167936
5487000,273,107,32,100,419,103,14,95,85,1,0,100,130048
5507000,274,117,34,100,424,103,10,95,91,5,0,95,142336
5528000,275,118,35,90,435,28,12,95,88,5,0,95,188416
5548000,276,104,32,60,392,0,0,95,88,5,0,78,123904
5568000,277,99,30,130,392,36,2,95,86,5,0,78,146432
5588000,278,90,28,100,404,153,28,95,85,6,0,59,136192
5608000,279,93,29,130,408,0,0,86,86,6,0,0,121856
5628000,280,86,26,80,402,190,80,84,84,6,0,42,124928
5648000,281,85,27,70,401,0,0,95,86,6,0,37,123904
5668000,282,84,25,50,405,0,0,95,90,6,0,28,116736
5688000,283,79,23,60,398,0,0,95,89,6,0,30,114688
5708000,284,79,20,70,406,0,0,95,85,1,0,45,154624
5729000,285,80,17,60,409,0,0,95,76,1,0,39,129024
5749000,286,78,21,90,403,0,0,95,78,6,0,31,142336
5769000,287,83,21,60,424,0,0,95,81,6,0,26,119808
5789000,288,82,21,90,415,0,0,95,91,6,0,41,132096
5809000,289,79,19,50,410,0,0,95,83,1,0,27,119808
5829000,290,79,21,60,406,0,0,95,81,1,0,32,131072
5849000,291,76,17,80,417,19,150,95,86,1,0,26,138240
5869000,292,76,20,80,411,0,0,95,85,1,0,30,136192
5889000,293,75,21,70,416,0,0,95,90,1,0,36,141312
5909000,294,85,21,70,427,49,86,95,80,1,0,37,157696
5930000,295,78,21,120,424,38,94,95,86,1,0,24,158720
5950000,296,79,18,100,421,0,0,95,83,6,0,25,129024
5970000,297,78,16,70,413,109,4,95,86,6,0,23,162816
5990000,298,84,18,60,433,0,0,95,82,6,0,24,125952
6010000,299,77,17,100,417,44,2,95,75,6,0,25,153600
6030000,300,75,17,70,416,12,146,95,86,6,0,21,165888
6050000,301,70,16,120,412,81,56,95,88,6,0,31,143360
6070000,302,80,16,50,451,13,266,95,82,6,0,27,163840
6090000,303,73,16,80,411,0,0,95,83,6,0,25,156672
6110000,304,74,17,60,442,0,0,95,82,1,0,29,158720
6131000,305,76,16,70,416,39,52,95,87,6,0,26,152576
6151000,306,71,19,80,418,21,92,95,84,6,0,26,153600
6171000,307,79,22,70,440,148,198,95,83,1,0,26,132096
6191000,308,76,20,60,419,0,0,95,84,6,0,20,148480
6211000,309,79,20,80,416,0,0,95,78,6,0,22,148480
6231000,310,80,20,50,436,0,0,95,85,6,0,20,124928
6251000,311,76,18,60,413,0,0,95,91,6,0,25,109568
6271000,312,79,19,50,412,0,0,95,91,6,0,31,134144
6291000,313,71,19,70,410,17,2,95,87,6,0,27,177152
6311000,314,81,22,70,419,188,4,95,84,4,0,23,130048
6332000,315,72,19,50,409,0,0,95,90,4,0,23,138240
6352000,316,75,22,50,407,0,0,95,88,6,0,22,124928
6372000,317,78,21,70,411,0,0,95,88,1,0,29,116736
6392000,318,73,23,60,409,0,0,95,91,1,0,35,126976
6412000,319,77,23,60,410,0,0,95,87,1,0,31,138240
6432000,320,80,24,70,410,0,0,95,86,6,0,33,131072
6452000,321,76,21,50,422,0,0,95,90,6,0,21,131072
6472000,322,77,22,70,447,200,164,95,72,6,0,21,135168
6492000,323,77,21,60,408,0,0,95,82,6,0,15,136192
6512000,324,83,23,70,424,33,2,95,84,6,0,15,148480
6533000,325,73,19,60,403,109,68,95,91,4,0,18,152576
6553000,326,74,17,50,400,0,0,95,89,1,0,28,142336
6573000,327,75,17,40,411,0,0,95,84,1,0,33,125952
6593000,328,76,19,50,413,0,0,95,87,6,0,31,145408
6613000,329,79,22,50,419,0,0,95,81,6,0,27,130048
6633000,330,76,18,50,399,0,0,95,82,6,0,19,135168
6653000,331,71,16,50,399,0,0,95,91,6,0,24,167936
6673000,332,73,15,50,411,135,4,95,85,6,0,26,154624
6693000,333,75,15,70,429,78,32,95,82,6,0,36,148480
6713000,334,63,14,30,380,0,0,95,80,6,0,9,141312
6734000,335,76,17,40,413,0,0,95,88,1,0,9,141312
6754000,336,75,18,50,420,0,0,95,82,1,0,34,123904
6774000,337,74,16,50,396,0,0,95,90,6,0,30,96256
6794000,338,75,16,50,402,0,0,95,86,6,0,29,96256
6814000,339,75,17,40,418,0,0,95,86,6,0,35,130048
6834000,340,73,19,50,384,0,0,95,90,6,0,29,154624
6854000,341,72,16,40,378,0,0,95,89,1,0,25,134144
6874000,342,67,16,60,383,0,0,95,90,1,0,28,148480
6894000,343,73,15,60,382,0,0,95,87,1,0,8,135168
6914000,344,68,16,60,381,0,0,95,81,1,0,23,131072
6935000,345,70,18,40,397,0,0,95,87,1,0,23,135168
6955000,346,68,16,20,397,0,0,95,80,6,0,24,122880
6975000,347,68,14,30,380,0,0,95,86,1,0,23,80896
6995000,348,74,14,40,401,0,0,95,88,1,0,25,116736
7015000,349,93,18,60,496,87,50,95,85,6,0,42,139264
7035000,350,89,18,60,480,42,32,95,81,6,0,20,123904
7055000,351,80,16,70,456,131,64,95,88,6,0,29,145408
7075000,352,95,20,70,499,118,10,95,83,1,0,21,124928
7095000,353,101,17,70,447,0,0,95,87,6,0,13,130048
7115000,354,95,21,60,459,87,32,95,85,6,0,19,203776
7136000,355,86,20,70,429,97,14,95,89,6,0,35,107520
